order_id,order_date,customer,amount
1057,2026-02-27,cust_7,498.38
1058,2026-02-28,cust_8,637.37
1059,2026-03-01,cust_9,494.96
1060,2026-01-01,cust_10,733.95
1061,2026-01-02,cust_11,488.55
1062,2026-01-03,cust_12,867.64
1063,2026-01-04,cust_13,544.85
1064,2026-01-05,cust_14,530.92
1065,2026-01-06,cust_15,403.27
1066,2026-01-07,cust_16,538.68
1067,2026-01-08,cust_17,349.49
1068,2026-01-09,cust_18,520.21
1069,2026-01-10,cust_19,264.84
1070,2026-01-11,cust_20,174.51
1071,2026-01-12,cust_21,172.12
1072,2026-01-13,cust_22,553.43
1073,2026-01-14,cust_23,592.71
1074,2026-01-15,cust_24,431.5
1075,2026-01-16,cust_0,85.39
1076,2026-01-17,cust_1,683.06
1077,2026-01-18,cust_2,789.71
1078,2026-01-19,cust_3,831.43
1079,2026-01-20,cust_4,759.0
1080,2026-01-21,cust_5,808.86
1081,2026-01-22,cust_6,831.16
1082,2026-01-23,cust_7,488.84
1083,2026-01-24,cust_8,355.21
1084,2026-01-25,cust_9,636.23
1085,2026-01-26,cust_10,251.69
1086,2026-01-27,cust_11,731.41
1087,2026-01-28,cust_12,765.29
1088,2026-01-29,cust_13,806.06
1089,2026-01-30,cust_14,532.87
1090,2026-01-31,cust_15,855.04
1091,2026-02-01,cust_16,523.83
1092,2026-02-02,cust_17,408.25
1093,2026-02-03,cust_18,595.92
1094,2026-02-04,cust_19,896.65
1095,2026-02-05,cust_20,825.66
1096,2026-02-06,cust_21,715.03
1097,2026-02-07,cust_22,78.72
1098,2026-02-08,cust_23,553.44
1099,2026-02-09,cust_24,440.37
1100,2026-02-10,cust_0,568.98
1101,2026-02-11,cust_1,761.34
1102,2026-02-12,cust_2,222.52
1103,2026-02-13,cust_3,659.68
1104,2026-02-14,cust_4,109.84
1105,2026-02-15,cust_5,202.31
1106,2026-02-16,cust_6,716.15
1107,2026-02-17,cust_7,302.62
1108,2026-02-18,cust_8,735.24
1109,2026-02-19,cust_9,95.04
1110,2026-02-20,cust_10,135.99
1111,2026-02-21,cust_11,629.42
1112,2026-02-22,cust_12,45.48
1113,2026-02-23,cust_13,518.61
1114,2026-02-24,cust_14,819.46
1115,2026-02-25,cust_15,483.11
1116,2026-02-26,cust_16,614.13
1117,2026-02-27,cust_17,28.89
1118,2026-02-28,cust_18,573.32
1119,2026-03-01,cust_19,547.67
1120,2026-01-01,cust_20,520.48
1121,2026-01-02,cust_21,355.13
1122,2026-01-03,cust_22,336.28
1123,2026-01-04,cust_23,882.56
1124,2026-01-05,cust_24,37.57
1125,2026-01-06,cust_0,24.36
1126,2026-01-07,cust_1,865.12
1127,2026-01-08,cust_2,170.55
1128,2026-01-09,cust_3,115.89
1129,2026-01-10,cust_4,193.47
1130,2026-01-11,cust_5,721.67
1131,2026-01-12,cust_6,843.59
1132,2026-01-13,cust_7,25.39
1133,2026-01-14,cust_8,385.93
1134,2026-01-15,cust_9,95.84
1135,2026-01-16,cust_10,237.63
1136,2026-01-17,cust_11,202.64
1137,2026-01-18,cust_12,584.0
1138,2026-01-19,cust_13,318.51
1139,2026-01-20,cust_14,166.38
1140,2026-01-21,cust_15,455.75
1141,2026-01-22,cust_16,40.24
1142,2026-01-23,cust_17,95.32
1143,2026-01-24,cust_18,889.47
1144,2026-01-25,cust_19,183.42
1145,2026-01-26,cust_20,325.91
1146,2026-01-27,cust_21,659.78
1147,2026-01-28,cust_22,755.3
1148,2026-01-29,cust_23,827.04
1149,2026-01-30,cust_24,156.64
1150,2026-01-31,cust_0,607.01
1151,2026-02-01,cust_1,870.06
1152,2026-02-02,cust_2,56.96
1153,2026-02-03,cust_3,610.2
1154,2026-02-04,cust_4,761.66
1155,2026-02-05,cust_5,311.37
1156,2026-02-06,cust_6,229.37
1157,2026-02-07,cust_7,539.13
1158,2026-02-08,cust_8,400.87
1159,2026-02-09,cust_9,161.46
1160,2026-02-10,cust_10,427.1
1161,2026-02-11,cust_11,371.87
1162,2026-02-12,cust_12,514.36
1163,2026-02-13,cust_13,460.2
1164,2026-02-14,cust_14,283.74
1165,2026-02-15,cust_15,324.65
1166,2026-02-16,cust_16,754.71
1167,2026-02-17,cust_17,229.58
1168,2026-02-18,cust_18,506.74
1169,2026-02-19,cust_19,16.13
1170,2026-02-20,cust_20,668.71
1171,2026-02-21,cust_21,305.65
1172,2026-02-22,cust_22,45.9
1173,2026-02-23,cust_23,256.39
1174,2026-02-24,cust_24,219.92
1175,2026-02-25,cust_0,858.05
1176,2026-02-26,cust_1,320.24
1177,2026-02-27,cust_2,262.65
1178,2026-02-28,cust_3,326.49
1179,2026-03-01,cust_4,852.48
1180,2026-01-01,cust_5,572.2
1181,2026-01-02,cust_6,560.86
1182,2026-01-03,cust_7,645.48
1183,2026-01-04,cust_8,352.28
1184,2026-01-05,cust_9,375.9
1185,2026-01-06,cust_10,587.5
1186,2026-01-07,cust_11,6.36
1187,2026-01-08,cust_12,177.12
1188,2026-01-09,cust_13,304.29
1189,2026-01-10,cust_14,219.28
1190,2026-01-11,cust_15,575.47
1191,2026-01-12,cust_16,343.89
1192,2026-01-13,cust_17,788.5
1193,2026-01-14,cust_18,513.5
1194,2026-01-15,cust_19,375.89
1195,2026-01-16,cust_20,365.03
1196,2026-01-17,cust_21,633.14
1197,2026-01-18,cust_22,379.31
1198,2026-01-19,cust_23,597.67
1199,2026-01-20,cust_24,46.87
1200,2026-01-21,cust_0,403.59
1201,2026-01-22,cust_1,237.01
1202,2026-01-23,cust_2,146.13
1203,2026-01-24,cust_3,477.18
1204,2026-01-25,cust_4,441.1
1205,2026-01-26,cust_5,507.46
1206,2026-01-27,cust_6,681.16
1207,2026-01-28,cust_7,796.07
1208,2026-01-29,cust_8,447.65
1209,2026-01-30,cust_9,284.29
1210,2026-01-31,cust_10,422.87
1211,2026-02-01,cust_11,729.1
1212,2026-02-02,cust_12,788.14
1213,2026-02-03,cust_13,732.11
1214,2026-02-04,cust_14,173.26
1215,2026-02-05,cust_15,899.48
1216,2026-02-06,cust_16,571.61
1217,2026-02-07,cust_17,79.7
1218,2026-02-08,cust_18,654.37
1219,2026-02-09,cust_19,888.21
1220,2026-02-10,cust_20,364.63
1221,2026-02-11,cust_21,612.27
1222,2026-02-12,cust_22,287.98
1223,2026-02-13,cust_23,196.1
1224,2026-02-14,cust_24,647.01
1225,2026-02-15,cust_0,7.11
1226,2026-02-16,cust_1,741.34
1227,2026-02-17,cust_2,477.87
1228,2026-02-18,cust_3,92.52
1229,2026-02-19,cust_4,111.42
1230,2026-02-20,cust_5,586.09
1231,2026-02-21,cust_6,786.92
1232,2026-02-22,cust_7,255.58
1233,2026-02-23,cust_8,880.77
1234,2026-02-24,cust_9,94.66
1235,2026-02-25,cust_10,769.27
1236,2026-02-26,cust_11,360.04
1237,2026-02-27,cust_12,77.8
1238,2026-02-28,cust_13,250.87
1239,2026-03-01,cust_14,410.42
1240,2026-01-01,cust_15,714.15
1241,2026-01-02,cust_16,775.92
1242,2026-01-03,cust_17,124.41
1243,2026-01-04,cust_18,471.17
1244,2026-01-05,cust_19,587.45
1245,2026-01-06,cust_20,315.61
1246,2026-01-07,cust_21,785.32
1247,2026-01-08,cust_22,254.18
1248,2026-01-09,cust_23,21.62
1249,2026-01-10,cust_24,41.39
1250,2026-01-11,cust_0,614.49
1251,2026-01-12,cust_1,504.73
1252,2026-01-13,cust_2,852.12
1253,2026-01-14,cust_3,844.9
1254,2026-01-15,cust_4,819.32
1255,2026-01-16,cust_5,42.59
1256,2026-01-17,cust_6,675.48
1257,2026-01-18,cust_7,632.69
1258,2026-01-19,cust_8,591.55
1259,2026-01-20,cust_9,642.56
1260,2026-01-21,cust_10,812.93
1261,2026-01-22,cust_11,577.93
1262,2026-01-23,cust_12,338.34
1263,2026-01-24,cust_13,486.45
1264,2026-01-25,cust_14,191.02
1265,2026-01-26,cust_15,530.48
1266,2026-01-27,cust_16,12.96
1267,2026-01-28,cust_17,140.17
1268,2026-01-29,cust_18,303.4
1269,2026-01-30,cust_19,711.71
1270,2026-01-31,cust_20,648.06
1271,2026-02-01,cust_21,307.74
1272,2026-02-02,cust_22,560.38
1273,2026-02-03,cust_23,41.88
1274,2026-02-04,cust_24,151.66
1275,2026-02-05,cust_0,883.81
1276,2026-02-06,cust_1,264.13
1277,2026-02-07,cust_2,358.34
1278,2026-02-08,cust_3,495.89
1279,2026-02-09,cust_4,267.6
1280,2026-02-10,cust_5,432.87
1281,2026-02-11,cust_6,219.54
1282,2026-02-12,cust_7,48.19
1283,2026-02-13,cust_8,165.73
1284,2026-02-14,cust_9,473.13
1285,2026-02-15,cust_10,68.42
1286,2026-02-16,cust_11,365.84
1287,2026-02-17,cust_12,299.03
1288,2026-02-18,cust_13,376.18
1289,2026-02-19,cust_14,93.96
1290,2026-02-20,cust_15,818.25
1291,2026-02-21,cust_16,429.23
1292,2026-02-22,cust_17,757.56
1293,2026-02-23,cust_18,878.73
1294,2026-02-24,cust_19,312.57
1295,2026-02-25,cust_20,433.78
1296,2026-02-26,cust_21,631.14
1297,2026-02-27,cust_22,386.75
1298,2026-02-28,cust_23,275.2
1299,2026-03-01,cust_24,662.6
1300,2026-01-01,cust_0,805.49
1301,2026-01-02,cust_1,828.12
1302,2026-01-03,cust_2,565.93
1303,2026-01-04,cust_3,341.14
1304,2026-01-05,cust_4,877.23
1305,2026-01-06,cust_5,576.8
1306,2026-01-07,cust_6,63.92
1307,2026-01-08,cust_7,80.78
1308,2026-01-09,cust_8,676.13
1309,2026-01-10,cust_9,59.73
1310,2026-01-11,cust_10,12.03
1311,2026-01-12,cust_11,357.46
1312,2026-01-13,cust_12,469.51
1313,2026-01-14,cust_13,406.45
1314,2026-01-15,cust_14,442.31
1315,2026-01-16,cust_15,528.48
1316,2026-01-17,cust_16,612.98
1317,2026-01-18,cust_17,383.62
1318,2026-01-19,cust_18,334.66
1319,2026-01-20,cust_19,889.67
1320,2026-01-21,cust_20,238.52
1321,2026-01-22,cust_21,700.5
1322,2026-01-23,cust_22,390.94
1323,2026-01-24,cust_23,325.88
1324,2026-01-25,cust_24,62.15
1325,2026-01-26,cust_0,777.9
1326,2026-01-27,cust_1,633.29
1327,2026-01-28,cust_2,813.19
1328,2026-01-29,cust_3,409.19
1329,2026-01-30,cust_4,610.84
1330,2026-01-31,cust_5,111.42
1331,2026-02-01,cust_6,361.17
1332,2026-02-02,cust_7,190.47
1333,2026-02-03,cust_8,42.68
1334,2026-02-04,cust_9,853.43
1335,2026-02-05,cust_10,198.23
1336,2026-02-06,cust_11,135.99
1337,2026-02-07,cust_12,182.18
1338,2026-02-08,cust_13,343.34
1339,2026-02-09,cust_14,494.02
1340,2026-02-10,cust_15,140.44
1341,2026-02-11,cust_16,889.88
1342,2026-02-12,cust_17,884.78
1343,2026-02-13,cust_18,137.82
1344,2026-02-14,cust_19,368.29
1345,2026-02-15,cust_20,613.54
1346,2026-02-16,cust_21,790.5
1347,2026-02-17,cust_22,448.39
1348,2026-02-18,cust_23,825.76
1349,2026-02-19,cust_24,293.6
1350,2026-02-20,cust_0,451.1
1351,2026-02-21,cust_1,451.29
1352,2026-02-22,cust_2,604.71
1353,2026-02-23,cust_3,185.78
1354,2026-02-24,cust_4,550.74
1355,2026-02-25,cust_5,200.8
1356,2026-02-26,cust_6,309.5
1357,2026-02-27,cust_7,866.5
1358,2026-02-28,cust_8,809.61
1359,2026-03-01,cust_9,737.22
1360,2026-01-01,cust_10,36.74
1361,2026-01-02,cust_11,137.79
1362,2026-01-03,cust_12,234.91
1363,2026-01-04,cust_13,706.83
1364,2026-01-05,cust_14,758.89
1365,2026-01-06,cust_15,526.74
1366,2026-01-07,cust_16,647.73
1367,2026-01-08,cust_17,727.31
1368,2026-01-09,cust_18,64.39
1369,2026-01-10,cust_19,80.76
1370,2026-01-11,cust_20,782.66
1371,2026-01-12,cust_21,40.28
1372,2026-01-13,cust_22,206.46
1373,2026-01-14,cust_23,41.37
1374,2026-01-15,cust_24,18.68
1375,2026-01-16,cust_0,760.34
1376,2026-01-17,cust_1,300.88
1377,2026-01-18,cust_2,148.82
1378,2026-01-19,cust_3,138.19
1379,2026-01-20,cust_4,592.19
1380,2026-01-21,cust_5,871.9
1381,2026-01-22,cust_6,456.97
1382,2026-01-23,cust_7,811.48
1383,2026-01-24,cust_8,454.67
1384,2026-01-25,cust_9,518.62
1385,2026-01-26,cust_10,612.32
1386,2026-01-27,cust_11,725.57
1387,2026-01-28,cust_12,683.27
1388,2026-01-29,cust_13,891.53
1389,2026-01-30,cust_14,673.53
1390,2026-01-31,cust_15,815.67
1391,2026-02-01,cust_16,189.46
1392,2026-02-02,cust_17,484.2
1393,2026-02-03,cust_18,540.76
1394,2026-02-04,cust_19,744.0
1395,2026-02-05,cust_20,436.58
1396,2026-02-06,cust_21,712.98
1397,2026-02-07,cust_22,352.77
1398,2026-02-08,cust_23,529.82
1399,2026-02-09,cust_24,766.93
